C:\DOCUMENTS AND SETTINGS\ADMINISTRATOR\DESKTOP\EFFORT\PATIENT 25\TRACINGS\ACQ 3\EFFORTRT25_COMPLETE_OLD.ACQ
5.000000 msec/sample
5 channels
Paw
cmH2O
Peso
cmH2O
Pgas
cmH2O
Flow
L/s
PL
cmH2O
CH1	CH2	CH3	CH4	CH40	
6.23923	15.7351	14.1255	-0.0163884	-9.49591	
6.30149	15.7974	14.1461	-0.0182207	-9.49589	
6.27382	15.7351	14.1461	-0.0191369	-9.46132	
6.28073	15.7697	14.0706	-0.0200531	-9.48898	
6.3084	15.7835	14.1461	-0.0234125	-9.47514	
6.28073	15.7697	14.1666	-0.0237179	-9.48898	
6.23923	15.8181	14.1598	-0.024634	-9.57889	
6.21848	15.8181	14.1666	-0.029215	-9.59964	
6.21848	15.8112	14.1803	-0.0282988	-9.59273	
6.21848	15.8873	14.2352	-0.0334905	-9.6688	
6.10781	15.9011	14.2146	-0.0365445	-9.7933	
6.11472	15.9219	14.2009	-0.039293	-9.80713	
6.14931	15.9703	14.2901	-0.0426524	-9.82096	
6.12856	16.0533	14.2695	-0.0475387	-9.92469	
6.05939	16.0533	14.2763	-0.0466225	-9.99387	
6.07322	16.1155	14.2489	-0.0499819	-10.0423	
6.03864	16.1224	14.3175	-0.0527304	-10.0838	
6.0663	16.1501	14.3038	-0.0533412	-10.0838	
6.00405	16.2331	14.3312	-0.0524251	-10.229	
6.03172	16.2538	14.3449	-0.053952	-10.2221	
6.00405	16.2607	14.3175	-0.0518143	-10.2567	
5.93488	16.2607	14.2969	-0.0512035	-10.3258	
6.03864	16.3575	14.3518	-0.0542574	-10.3189	
5.96946	16.3783	14.3312	-0.0545628	-10.4088	
6.03172	16.4129	14.3449	-0.0560898	-10.3811	
5.99713	16.4613	14.3381	-0.0576168	-10.4641	
5.97638	16.4889	14.3175	-0.0591438	-10.5125	
5.96255	16.4751	14.3792	-0.0582276	-10.5126	
5.92796	16.5166	14.3998	-0.0542574	-10.5886	
5.92796	16.5512	14.3723	-0.0505927	-10.6232	
5.85187	16.5443	14.3998	-0.0472333	-10.6924	
5.88646	16.5373	14.3861	-0.0457063	-10.6509	
5.82421	16.5304	14.3655	-0.0417362	-10.7062	
5.79654	16.5581	14.3106	-0.0389876	-10.7615	
5.77579	16.5304	14.3518	-0.0331851	-10.7546	
5.72045	16.4958	14.3381	-0.0344067	-10.7754	
5.68586	16.4958	14.3381	-0.0353229	-10.81	
5.67203	16.4751	14.2695	-0.0359337	-10.8031	
5.69278	16.399	14.2283	-0.0365445	-10.7062	
5.72045	16.4544	14.2215	-0.0389876	-10.7339	
5.68586	16.4336	14.2009	-0.0362391	-10.7477	
5.64436	16.3921	14.1666	-0.0331851	-10.7478	
5.69278	16.4405	14.1186	-0.0310474	-10.7477	
5.65128	16.4267	14.0569	-0.027688	-10.7754	
5.67203	16.4613	14.0638	-0.0279934	-10.7892	
5.67203	16.4336	14.0226	-0.0252448	-10.7616	
5.6997	16.4474	13.9541	-0.0212747	-10.7477	
5.65128	16.4198	13.9952	-0.0176099	-10.7685	
5.64436	16.4751	13.8855	-0.0191369	-10.8307	
5.64436	16.4198	13.9335	-0.0139452	-10.7754	
5.60977	16.4682	13.8786	-0.0121128	-10.8584	
5.63053	16.4889	13.8444	-0.0127236	-10.8584	
5.58902	16.4682	13.8375	-0.011502	-10.8792	
5.58902	16.4682	13.8169	-0.0111966	-10.8792	
5.60286	16.4889	13.7758	-0.00997504	-10.8861	
5.59594	16.5304	13.7484	-0.0121128	-10.9345	
5.60286	16.5028	13.7758	-0.0105858	-10.8999	
5.63053	16.5443	13.7209	-0.00966965	-10.9137	
5.67895	16.5028	13.7621	-0.00905886	-10.8238	
5.61669	16.5443	13.6729	-0.00966965	-10.9276	
5.64436	16.565	13.6935	-0.0111966	-10.9206	
5.69278	16.5719	13.6524	-0.00875346	-10.8791	
5.72045	16.5788	13.6798	-0.00753188	-10.8584	
5.70661	16.5512	13.6249	-0.00905886	-10.8446	
5.7827	16.565	13.6112	-0.00631029	-10.7823	
5.76195	16.565	13.5632	-0.00508871	-10.8031	
5.81037	16.565	13.6112	-0.00631029	-10.7546	
5.78962	16.6411	13.5701	-0.00722648	-10.8515	
5.78962	16.6618	13.5426	-0.00386713	-10.8722	
5.83804	16.6687	13.4809	-0.00417252	-10.8307	
5.81037	16.6757	13.4946	-0.00295094	-10.8653	
5.79654	16.6826	13.5152	-0.00325634	-10.886	
5.81729	16.6826	13.5564	-0.00264555	-10.8653	
5.85187	16.6618	13.4946	-0.00508871	-10.8099	
5.83112	16.6826	13.5084	-0.00386713	-10.8514	
5.86571	16.7171	13.5015	-0.00539411	-10.8514	
5.95563	16.6964	13.4741	-0.00478332	-10.7408	
5.94871	16.6757	13.4604	-0.00692109	-10.7269	
5.96255	16.7171	13.4946	-0.00753188	-10.7546	
5.92796	16.6411	13.4398	-0.00753188	-10.7131	
5.93488	16.6895	13.5152	-0.00631029	-10.7546	
5.91413	16.6618	13.4329	-0.00478332	-10.7477	
5.96946	16.6549	13.4672	-0.00478332	-10.6854	
5.99022	16.6272	13.4809	-0.00295094	-10.637	
5.97638	16.6342	13.4672	-0.00417252	-10.6578	
5.99713	16.648	13.4741	-0.00508871	-10.6509	
5.96946	16.5028	13.5084	-0.00356173	-10.5333	
6.00405	16.5512	13.5632	-0.00295094	-10.5471	
6.01097	16.5373	13.4741	-0.00478332	-10.5264	
5.99713	16.5028	13.4946	-0.00264555	-10.5056	
6.0663	16.4474	13.5564	-0.0060049	-10.3811	
6.01097	16.3783	13.5015	-0.00661569	-10.3673	
6.03172	16.3645	13.5152	-0.00905886	-10.3327	
6.01788	16.316	13.5015	-0.00539411	-10.2982	
6.03864	16.2815	13.5769	-0.00875346	-10.2428	
6.10089	16.3022	13.5289	-0.00783727	-10.2013	
6.0663	16.2676	13.5426	-0.00997504	-10.2013	
6.10089	16.2331	13.5906	-0.0105858	-10.1322	
6.12856	16.2331	13.6044	-0.00844806	-10.1045	
6.07322	16.157	13.5906	-0.00753188	-10.0838	
6.08014	16.1501	13.5495	-0.00722648	-10.0699	
6.11472	16.1155	13.5769	-0.00875346	-10.0008	
6.08014	16.0602	13.6318	-0.00753188	-9.98003	
6.08014	16.1086	13.6249	-0.00844806	-10.0284	
6.09397	16.0394	13.6112	-0.0105858	-9.94545	
6.0663	16.0671	13.6386	-0.00844806	-10.0008	
6.07322	16.0602	13.6935	-0.00753188	-9.98695	
6.09397	16.0947	13.7072	-0.00905886	-10.0008	
6.00405	16.0256	13.7415	-0.00997504	-10.0215	
6.01097	15.9979	13.7141	-0.00997504	-9.98696	
5.99022	16.0602	13.8101	-0.00844806	-10.07	
5.96255	15.9703	13.7621	-0.0108912	-10.0077	
5.9833	15.991	13.7758	-0.00875346	-10.0077	
5.96946	15.9979	13.8306	-0.00966965	-10.0285	
5.90029	16.0118	13.8581	-0.00997504	-10.1115	
5.91413	15.9564	13.8512	-0.00753188	-10.0423	
5.92796	15.9426	13.8924	-0.00753188	-10.0146	
5.87954	15.9634	13.9129	-0.00783727	-10.0838	
5.86571	15.9841	13.9746	-0.00661569	-10.1184	
5.87262	15.9357	14.0021	-0.00997504	-10.0631	
5.91413	15.9357	14.0432	-0.00753188	-10.0216	
5.87954	15.9288	14.0432	-0.0102804	-10.0492	
5.90721	15.9357	14.0226	-0.00997504	-10.0285	
5.89338	15.9288	14.0501	-0.0111966	-10.0354	
5.87954	15.9219	14.1186	-0.00936425	-10.0423	
5.88646	15.908	14.1118	-0.00936425	-10.0216	
5.90721	15.9357	14.1529	-0.0105858	-10.0285	
5.92796	15.8458	14.1392	-0.00997504	-9.91782	
5.92796	15.8389	14.2078	-0.0118074	-9.91091	
5.9833	15.8596	14.1598	-0.0118074	-9.87632	
6.03172	15.9011	14.1803	-0.011502	-9.86939	
5.97638	15.8734	14.1598	-0.0111966	-9.89707	
6.04555	15.8596	14.1735	-0.0127236	-9.81406	
6.01788	15.825	14.1803	-0.0111966	-9.80716	
6.0663	15.8527	14.2146	-0.0108912	-9.7864	
6.11472	15.7835	14.2352	-0.00783727	-9.66882	
6.08014	15.8112	14.2215	-0.0102804	-9.73107	
6.08014	15.832	14.2215	-0.00936425	-9.75182	
6.0663	15.8458	14.2009	-0.00875346	-9.77948	
6.01788	15.8043	14.1872	-0.00844806	-9.78641	
6.01097	15.8596	14.2009	-0.00905886	-9.84865	
5.99713	15.908	14.1803	-0.00753188	-9.91089	
5.95563	15.9149	14.2352	-0.00631029	-9.95931	
5.89338	15.9564	14.1803	-0.00661569	-10.0631	
5.79654	15.9634	14.1118	-0.0056995	-10.1668	
5.75503	15.9426	14.1461	-0.00234015	-10.1876	
5.72737	15.9357	14.1323	0.00163	-10.2083	
5.58902	16.0187	14.1186	0.00193539	-10.4297	
5.57519	16.0048	14.1186	0.00590554	-10.4297	
5.44376	15.9772	14.0912	0.0114027	-10.5334	
5.42301	16.0048	14.0158	0.0156782	-10.5818	
5.30542	16.0187	14.0158	0.0211753	-10.7133	
5.257	16.0256	14.0021	0.0257563	-10.7686	
5.25008	16.0394	13.9609	0.0330858	-10.7893	
5.22933	16.074	13.9061	0.0370559	-10.8447	
5.13249	16.0463	13.9266	0.0428584	-10.9138	
5.10482	16.0602	13.8444	0.0462178	-10.9553	
5.02182	15.9634	13.8238	0.0517149	-10.9415	
4.95265	15.9703	13.8169	0.0645415	-11.0176	
4.83506	15.9841	13.7758	0.0715656	-11.149	
4.55837	15.9634	13.7209	0.0795059	-11.405	
4.52379	15.8942	13.7072	0.0813383	-11.3704	
4.55145	15.8665	13.6935	0.0901948	-11.3151	
4.4062	15.7628	13.6044	0.111572	-11.3566	
4.22635	15.7697	13.5358	0.12104	-11.5434	
4.08109	15.7213	13.4946	0.130812	-11.6402	
4.03267	15.6729	13.4535	0.123483	-11.6402	
3.97733	15.5346	13.3438	0.135088	-11.5573	
3.99809	15.5415	13.2958	0.141807	-11.5434	
4.01884	15.4793	13.2135	0.15616	-11.4604	
4.04651	15.417	13.0969	0.160741	-11.3705	
4.09493	15.3133	13.0147	0.183951	-11.2184	
4.24018	15.258	12.9392	0.212353	-11.0178	
4.34394	15.2303	12.8707	0.231288	-10.8864	
4.45462	15.1542	12.8569	0.257552	-10.6996	
4.58604	15.0782	12.7267	0.282289	-10.4921	
4.86273	15.0436	12.6581	0.326266	-10.1809	
5.11174	15.009	12.5964	0.357416	-9.89727	
5.34001	14.9537	12.5072	0.308553	-9.61368	
5.69278	14.9191	12.4867	0.296337	-9.22633	
5.99022	14.8845	12.3907	0.269462	-8.89431	
5.9833	14.8707	12.3564	0.429489	-8.8874	
6.3084	14.8292	12.3084	0.460029	-8.5208	
6.61967	14.843	12.2124	0.442011	-8.22336	
6.81335	14.7462	12.2055	0.455448	-7.93286	
7.04854	14.7531	12.1438	0.420938	-7.7046	
7.36672	14.7047	12.1301	0.478353	-7.338	
7.53965	14.6632	12.0684	0.533629	-7.12358	
7.761	14.6148	12.0272	0.55348	-6.85382	
7.92009	14.6148	11.9861	0.529354	-6.69473	
8.14144	14.5457	11.897	0.536989	-6.40423	
8.18294	14.5733	11.8695	0.499425	-6.39039	
8.05843	14.518	11.8215	0.544929	-6.45957	
8.0031	14.4973	11.7872	0.531492	-6.49416	
7.83709	14.4558	11.7392	0.53424	-6.61868	
7.88551	14.4558	11.705	0.473161	-6.57026	
7.91318	14.435	11.6981	0.470718	-6.52184	
7.96159	14.3935	11.5952	0.51836	-6.43193	
7.94776	14.3935	11.5815	0.498203	-6.44576	
7.96851	14.3382	11.5747	0.500341	-6.36969	
7.96851	14.2898	11.5335	0.506144	-6.32128	
8.01001	14.3175	11.5198	0.471329	-6.30744	
8.01693	14.2829	11.465	0.492706	-6.26594	
8.03768	14.2206	11.417	0.487209	-6.18295	
8.12069	14.2206	11.4032	0.474688	-6.09995	
8.23136	14.1307	11.3415	0.478964	-5.89937	
8.23828	14.1584	11.3141	0.485071	-5.92012	
8.27287	14.0823	11.2798	0.510114	-5.80946	
8.25903	14.0132	11.2798	0.498203	-5.75414	
8.29362	13.9302	11.225	0.505228	-5.63657	
8.27978	13.9578	11.2387	0.467359	-5.67806	
8.27978	13.9509	11.2181	0.463694	-5.67115	
8.26595	13.8749	11.225	0.494844	-5.60891	
8.29362	13.8403	11.1701	0.513779	-5.54667	
8.23136	13.785	11.1633	0.508282	-5.5536	
8.27978	13.7158	11.1495	0.5376	-5.43602	
8.23136	13.7089	11.1701	0.511336	-5.47753	
8.31437	13.6397	11.1564	0.481712	-5.32536	
4.11568	15.6176	12.2809	0.125926	-11.5019	
3.94275	15.6522	12.2741	0.131118	-11.7094	
3.9635	15.5208	12.2535	0.136615	-11.5573	
3.9635	15.4862	12.1644	0.150663	-11.5227	
3.99809	15.5138	12.1712	0.170208	-11.5158	
4.005	15.4309	12.1164	0.182119	-11.4259	
4.03267	15.4309	12.0272	0.205024	-11.3982	
4.14334	15.3271	12.0272	0.227317	-11.1838	
4.2056	15.2718	11.9587	0.255719	-11.0662	
4.39928	15.2787	11.9038	0.286564	-10.8794	
4.54454	15.1473	11.9107	0.30611	-10.6028	
4.75897	15.1473	11.8421	0.328403	-10.3883	
5.03565	15.0989	11.8352	0.289618	-10.0633	
5.27775	15.0574	11.7735	0.275265	-9.77966	
5.52677	14.9952	11.753	0.281983	-9.46841	
5.58902	14.9675	11.6981	0.415441	-9.37849	
5.87954	14.9053	11.6912	0.414525	-9.02573	
6.14239	14.8223	11.6707	0.421855	-8.6799	
6.43983	14.7946	11.6021	0.435903	-8.3548	
6.75802	14.6909	11.5747	0.445065	-7.93288	
6.94478	14.6563	11.6295	0.43407	-7.71154	
7.17304	14.5872	11.5952	0.515306	-7.41412	
7.44973	14.5526	11.513	0.515306	-7.10285	
7.69183	14.4973	11.5061	0.54157	-6.80543	
7.92009	14.4419	11.4924	0.519887	-6.52184	
8.09994	14.3244	11.465	0.498509	-6.22443	
8.10685	14.2483	11.465	0.504311	-6.14144	
8.16911	14.1722	11.4375	0.558061	-6.00312	
7.98926	14.0962	11.5061	0.576079	-6.10689	
7.92009	13.9993	11.465	0.514695	-6.07925	
7.85784	13.9164	11.3552	0.56142	-6.05852	
7.89242	13.8749	11.3415	0.562947	-5.98244	
7.97543	13.7642	11.369	0.54218	-5.78878	
8.02385	13.7227	11.2867	0.535156	-5.69887	
8.03077	13.6259	11.2867	0.556534	-5.59514	
7.98235	13.5775	11.3141	0.563558	-5.59515	
7.98235	13.5014	11.2798	0.536683	-5.51908	
7.96851	13.3769	11.2661	0.522635	-5.40843	
8.01001	13.3078	11.2593	0.533019	-5.29777	
8.09994	13.2594	11.2455	0.547372	-5.15944	
8.18986	13.1902	11.2387	0.543707	-5.00036	
8.21061	13.1626	11.2181	0.538516	-4.95195	
8.25211	13.0865	11.1838	0.53424	-4.83438	
8.20369	13.0173	11.225	0.525384	-4.81364	
8.17603	12.9758	11.1907	0.564474	-4.79982	
8.21061	12.9482	11.2113	0.56478	-4.73757	
8.14144	12.9343	11.1907	0.566307	-4.79291	
8.2452	12.8583	11.2318	0.520192	-4.61308	
8.16911	12.7684	11.1838	0.53027	-4.59927	
8.25211	12.7269	11.2593	0.568445	-4.47477	
8.26595	12.6646	11.2387	0.524162	-4.39869	
8.20369	12.6024	11.2318	0.523857	-4.39871	
8.22445	12.5471	11.3004	0.523246	-4.32263	
8.20369	12.5678	11.2593	0.549205	-4.36413	
8.27978	12.5263	11.2867	0.565696	-4.24655	
8.27978	12.4641	11.3278	0.58005	-4.18431	
8.2452	12.4364	11.2661	0.512862	-4.19123	
8.21753	12.388	11.3347	0.503701	-4.17049	
8.14144	12.3811	11.3484	0.510114	-4.23967	
8.16219	12.2981	11.369	0.581882	-4.13593	
8.26595	12.2774	11.417	0.523857	-4.01142	
8.16219	12.2981	11.4101	0.527827	-4.13593	
8.16219	12.1875	11.3758	0.54218	-4.02528	
8.20369	12.1045	11.4718	0.492401	-3.90079	
8.34895	12.0976	11.4375	0.481712	-3.74862	
8.33512	12.0976	11.4787	0.478658	-3.76245	
8.3282	12.0146	11.4924	0.511641	-3.68638	
8.45963	12.0077	11.5198	0.485071	-3.54804	
8.46654	11.9662	11.4581	0.514389	-3.49963	
8.49421	11.9247	11.4855	0.492096	-3.43047	
8.58414	11.8694	11.4992	0.471634	-3.28522	
8.68789	11.9316	11.4787	0.49973	-3.2437	
8.6118	11.8555	11.5404	0.469191	-3.24372	
8.65331	11.9178	11.5335	0.457586	-3.26446	
8.68098	11.8901	11.5747	0.474688	-3.20913	
8.71556	11.8348	11.5815	0.482628	-3.11922	
8.7294	11.9039	11.5404	0.46064	-3.17454	
8.72248	11.8486	11.5952	0.463999	-3.12613	
8.76398	11.9039	11.5952	0.437124	-3.13995	
8.73631	11.9454	11.5678	0.453005	-3.20912	
8.71556	11.897	11.657	0.482934	-3.18146	
8.80548	11.9523	11.6227	0.47988	-3.14686	
8.87465	12.0215	11.6295	0.475604	-3.14684	
8.88157	12.0699	11.6364	0.456059	-3.18834	
8.92307	12.1391	11.6501	0.450562	-3.21599	
9.00608	12.0907	11.6638	0.443232	-3.08457	
9.04067	12.2428	11.6295	0.438651	-3.20213	
9.04758	12.2082	11.6638	0.43346	-3.16064	
9.12367	12.2843	11.6501	0.432238	-3.16062	
9.08909	12.3465	11.6432	0.45667	-3.25744	
9.096	12.3673	11.705	0.443538	-3.27127	
9.17209	12.4641	11.6912	0.421549	-3.292	
9.15826	12.4641	11.7255	0.41025	-3.30584	
9.19284	12.5471	11.7392	0.43407	-3.35424	
9.17209	12.5955	11.7255	0.423687	-3.4234	
9.15134	12.6923	11.753	0.409944	-3.54097	
9.21359	12.6716	11.7667	0.447202	-3.45796	
9.31735	12.72	11.7324	0.369937	-3.40262	
9.28276	12.7615	11.7667	0.416357	-3.4787	
9.40727	12.7476	11.7804	0.405974	-3.34036	
9.37269	12.8237	11.7667	0.393758	-3.45101	
9.34502	12.7891	11.753	0.385207	-3.4441	
9.40036	12.8099	11.7804	0.354973	-3.40951	
9.36577	12.8168	11.8147	0.374213	-3.45101	
9.42111	12.8375	11.7735	0.397423	-3.41642	
9.41419	12.7891	11.801	0.392537	-3.37493	
9.46953	12.8306	11.7804	0.373602	-3.36109	
9.44186	12.8375	11.7872	0.339703	-3.39567	
9.4972	12.7615	11.7392	0.34856	-3.26426	
9.46953	12.7615	11.7118	0.345506	-3.29193	
9.48336	12.7684	11.6912	0.351003	-3.28501	
9.54562	12.7476	11.7118	0.340925	-3.20201	
9.55945	12.803	11.7324	0.361386	-3.2435	
9.41419	12.7822	11.6295	0.377572	-3.36802	
9.42802	12.8168	11.6707	0.340008	-3.38876	
9.49028	12.7891	11.6295	0.332068	-3.29884	
9.52486	12.8099	11.6227	0.32199	-3.285	
9.50411	12.796	11.6501	0.337871	-3.29193	
9.4972	12.8168	11.6021	0.32993	-3.31959	
9.52486	12.8237	11.6021	0.362302	-3.29884	
9.5387	12.8444	11.6432	0.31802	-3.30575	
9.52486	12.8514	11.6295	0.314355	-3.3265	
9.57328	12.879	11.6021	0.325655	-3.30574	
9.51795	12.8099	11.5952	0.315271	-3.29192	
9.64246	12.9067	11.657	0.342452	-3.26423	
9.67012	12.9689	11.6227	0.318325	-3.2988	
9.60787	12.9274	11.6021	0.298169	-3.31956	
9.63554	12.9205	11.5884	0.300918	-3.28498	
9.68396	12.9758	11.6158	0.292978	-3.29188	
9.67012	12.9828	11.6501	0.300918	-3.31263	
9.62862	13.0381	11.609	0.303972	-3.40946	
9.59404	13.0173	11.6501	0.297253	-3.4233	
9.59404	13.0657	11.6432	0.293283	-3.47171	
9.60787	13.1003	11.6364	0.287175	-3.49245	
9.66321	13.0934	11.6227	0.25633	-3.4302	
9.64937	13.1487	11.6912	0.256941	-3.49936	
9.73929	13.1487	11.6707	0.273432	-3.40944	
9.74621	13.1626	11.705	0.278624	-3.41635	
9.74621	13.1556	11.7255	0.269157	-3.40943	
9.79463	13.211	11.6775	0.264576	-3.41634	
9.76696	13.2248	11.753	0.254192	-3.45784	
9.74621	13.2317	11.705	0.226096	-3.4855	
9.79463	13.2594	11.7255	0.240144	-3.46475	
9.7808	13.3839	11.7667	0.22915	-3.60306	
9.78771	13.3424	11.7392	0.203497	-3.55465	
9.84997	13.2525	11.7461	0.214185	-3.40249	
9.80155	13.3424	11.7392	0.209605	-3.54082	
9.87072	13.37	11.8078	0.219377	-3.49931	
9.84305	13.3769	11.7392	0.218156	-3.53389	
9.81538	13.3493	11.7804	0.181203	-3.5339	
9.87764	13.3769	11.7804	0.159214	-3.49931	
9.87072	13.4046	11.849	0.180897	-3.53388	
9.87072	13.4392	11.8284	0.185478	-3.56846	
9.91914	13.4254	11.8695	0.18334	-3.50621	
9.89147	13.4392	11.8764	0.167765	-3.54771	
9.90531	13.4323	11.8695	0.14822	-3.52696	
9.94681	13.3769	11.8901	0.136615	-3.43013	
9.93297	13.3216	11.9381	0.136004	-3.38864	
9.93989	13.3631	11.9381	0.138447	-3.42322	
10.016	13.4115	11.9724	0.138447	-3.39554	
10.016	13.37	11.945	0.132339	-3.35405	
10.0713	13.3147	11.9724	0.108824	-3.24339	
10.0436	13.3424	11.9587	0.0993566	-3.29872	
10.0852	13.2594	11.9655	0.0999674	-3.17423	
10.1336	13.2663	12.0135	0.0966081	-3.13272	
8.88157	13.2594	12.0341	0.0184268	-4.37781	
8.2452	13.294	12.0615	-0.00753188	-5.04876	
7.59499	13.2594	12.0615	-0.0386822	-5.66439	
7.78175	13.2317	12.0821	-0.0689164	-5.44997	
7.51198	13.2248	12.0821	-0.0954859	-5.71282	
6.7511	13.2386	12.089	-0.142211	-6.48753	
6.88252	13.211	12.1027	-0.21795	-6.32845	
6.72343	13.1556	12.1507	-0.280861	-6.43221	
7.14537	13.2248	12.1575	-0.293688	-6.07943	
7.00012	13.1695	12.1712	-0.244519	-6.16936	
6.92403	13.1902	12.1781	-0.192296	-6.2662	
6.91019	13.1695	12.1918	-0.233219	-6.25928	
6.95861	13.1971	12.1849	-0.260094	-6.23853	
7.04854	13.1142	12.2398	-0.273837	-6.06562	
6.90328	13.1211	12.2672	-0.255819	-6.21779	
6.94478	13.1211	12.2809	-0.244519	-6.17629	
6.9517	13.0934	12.2398	-0.26437	-6.14171	
6.93786	13.0934	12.2672	-0.224057	-6.15554	
6.9932	13.045	12.3015	-0.22253	-6.0518	
6.91711	13.045	12.2947	-0.255819	-6.12789	
6.84794	13.0588	12.3221	-0.213674	-6.21089	
6.7511	13.0243	12.3632	-0.238411	-6.27315	
6.81335	13.0104	12.3358	-0.278723	-6.19707	
6.75802	13.0312	12.3427	-0.240549	-6.27315	
6.77877	12.9966	12.3427	-0.238106	-6.21782	
6.74418	12.9966	12.3495	-0.231387	-6.25241	
6.73035	12.9482	12.3221	-0.213979	-6.21783	
6.67501	12.9413	12.3289	-0.249405	-6.26625	
6.74418	12.962	12.3564	-0.250322	-6.21783	
6.82027	12.9551	12.3358	-0.235052	-6.13482	
6.79952	12.9413	12.3084	-0.232914	-6.14175	
6.87561	12.9413	12.3358	-0.219477	-6.06566	
6.8341	12.9136	12.3152	-0.251238	-6.0795	
6.82719	12.9205	12.3427	-0.230165	-6.09333	
6.89636	12.8929	12.3289	-0.230471	-5.9965	
6.97936	12.9274	12.3084	-0.25704	-5.94807	
6.91019	12.9413	12.3152	-0.231082	-6.03107	
6.94478	12.9274	12.2878	-0.25307	-5.98265	
6.88252	12.9343	12.2535	-0.275669	-6.05182	
6.93094	12.9136	12.2535	-0.232914	-5.98266	
6.88944	12.9758	12.2398	-0.194129	-6.0864	
6.91019	13.0035	12.2535	-0.232303	-6.09331	
6.88252	13.0519	12.2604	-0.250627	-6.16939	
6.8341	13.128	12.2398	-0.247268	-6.29388	
6.86177	13.1626	12.1712	-0.272615	-6.30079	
6.88252	13.1556	12.2329	-0.233525	-6.27312	
6.90328	13.2317	12.1644	-0.184967	-6.32844	
6.81335	13.2525	12.1987	-0.191075	-6.43911	
6.77877	13.3354	12.1849	-0.218866	-6.55668	
6.7926	13.3285	12.0958	-0.254902	-6.53593	
6.72343	13.3769	12.137	-0.253375	-6.65351	
6.7511	13.4254	12.137	-0.245435	-6.67425	
6.77185	13.536	12.089	-0.216728	-6.76415	
6.77877	13.5222	12.0341	-0.219477	-6.7434	
6.74418	13.6259	12.0684	-0.201153	-6.88172	
6.7511	13.6536	12.0135	-0.212147	-6.90246	
6.76493	13.7227	11.9518	-0.250627	-6.95779	
6.76493	13.7366	11.9998	-0.253375	-6.97162	
6.73726	13.785	11.945	-0.2491	-7.04769	
6.7511	13.8195	11.9724	-0.211536	-7.06844	
6.76493	13.8749	11.8901	-0.20665	-7.10993	
6.82027	13.8749	11.9724	-0.211536	-7.05459	
6.78568	13.944	11.9381	-0.229249	-7.15833	
6.75802	13.944	11.9244	-0.253986	-7.186	
6.72343	13.9302	11.849	-0.218255	-7.20675	
6.68193	13.9302	11.8558	-0.197793	-7.24826	
6.70268	13.9371	11.801	-0.223141	-7.23442	
6.68193	13.9578	11.7392	-0.21856	-7.27592	
6.71651	13.9855	11.7872	-0.27231	-7.269	
6.68884	13.9648	11.7804	-0.274142	-7.27592	
6.59892	13.9509	11.6707	-0.218866	-7.35201	
6.58509	13.9164	11.6981	-0.169392	-7.33127	
6.61276	13.9302	11.6364	-0.219782	-7.31743	
